0	31	33	35	36	39	40	41	42	64	66	83	84	102	144	151	172	180	183
0	11	22	27	35	39	40	41	42	66	83	90	102	151	153	172	180	183	190
0	22	31	35	39	40	41	42	66	83	84	94	144	151	157	170	172	180	183
0	22	27	35	39	40	41	42	61	66	83	144	151	153	157	170	172	180	183
0	27	31	35	39	40	41	42	64	66	83	90	151	153	156	172	180	183	190
0	11	22	27	35	39	40	41	42	66	83	116	151	153	156	172	180	183	190
0	27	31	35	39	40	41	42	64	66	83	84	144	151	157	170	172	180	183
0	31	35	39	40	41	42	64	66	83	84	90	94	151	157	172	180	183	190
0	31	33	35	39	40	41	42	64	66	83	84	89	144	151	170	172	180	183
0	27	31	35	39	40	41	42	66	83	84	144	151	153	157	170	172	180	183
0	27	31	35	36	39	40	41	42	66	83	84	90	151	153	156	172	180	183
0	22	31	35	39	40	41	42	66	83	94	144	148	151	153	170	172	180	183
0	27	31	35	39	40	41	42	64	66	83	84	90	151	172	180	183	190	206
0	22	27	35	39	40	41	42	61	66	83	90	151	153	157	172	180	183	190
0	22	31	33	35	36	39	40	41	42	65	66	83	144	151	153	172	180	183
0	27	31	35	39	40	41	42	64	66	83	144	148	151	153	170	172	180	183
0	22	31	35	39	40	41	42	66	83	84	94	116	148	151	172	180	183	190
0	27	31	35	39	40	41	42	64	66	83	144	151	153	156	170	172	180	183
0	22	27	35	39	40	41	42	61	66	83	89	144	151	153	170	172	180	183
0	31	35	39	40	41	42	64	66	83	94	144	151	153	156	170	172	180	183
0	31	33	35	39	40	41	42	66	83	84	151	153	154	157	172	180	183	190
0	31	33	35	39	40	41	42	64	66	83	84	116	151	156	172	180	183	190
0	22	31	35	36	39	40	41	42	66	71	94	144	148	151	153	172	180	183
0	27	31	35	39	40	41	42	64	66	71	102	144	151	153	170	172	180	183
0	22	31	33	35	39	40	41	42	66	83	84	116	151	172	180	183	190	196
0	11	22	27	35	36	39	40	41	42	66	83	144	148	151	153	172	180	183
0	31	35	39	40	41	42	64	66	83	84	90	94	102	151	172	180	183	190
0	22	31	35	39	40	41	42	66	83	84	90	94	151	157	172	180	183	190
0	31	33	35	39	40	41	42	65	66	83	84	90	151	153	172	180	183	190
0	22	27	31	35	36	39	40	41	42	66	83	116	149	151	153	172	180	183
0	22	31	33	35	39	40	41	42	66	83	84	116	151	156	172	180	183	190
0	27	31	35	39	40	41	42	64	66	71	89	90	151	153	172	180	183	190
0	27	31	35	39	40	41	42	64	66	83	84	90	151	157	172	180	183	190
0	31	35	39	40	41	42	64	66	83	84	89	94	144	151	170	172	180	183
0	22	27	31	35	39	40	41	42	66	83	102	144	151	153	170	172	180	183
0	22	27	31	35	36	39	40	41	42	66	83	90	151	153	157	172	180	183
0	22	31	33	35	36	39	40	41	42	66	71	90	151	153	157	172	180	183
0	22	31	35	39	40	41	42	66	83	94	102	144	151	153	170	172	180	183
0	22	27	31	35	39	40	41	42	66	71	102	144	151	153	170	172	180	183
0	31	35	39	40	41	42	64	66	71	94	151	153	154	172	180	183	190	196
0	22	31	33	35	39	40	41	42	65	66	83	84	90	151	172	180	183	190
0	31	33	35	36	39	40	41	42	64	66	71	144	149	151	153	172	180	183
0	22	31	35	39	40	41	42	66	83	84	89	94	144	151	170	172	180	183
0	27	31	35	39	40	41	42	64	66	83	84	89	144	151	170	172	180	183
0	31	33	35	39	40	41	42	66	83	84	102	116	151	153	172	180	183	190
0	31	33	35	36	39	40	41	42	64	66	83	84	90	149	151	172	180	183
0	31	33	35	36	39	40	41	42	64	66	71	89	151	153	172	180	183	190
0	31	33	35	39	40	41	42	64	66	71	151	153	154	172	180	183	190	196
0	22	31	35	36	39	40	41	42	66	71	89	94	144	151	153	172	180	183
0	31	35	39	40	41	42	65	66	83	84	90	94	151	153	172	180	183	190
0	22	31	35	36	39	40	41	42	66	83	94	144	149	151	153	172	180	183
0	31	35	39	40	41	42	64	66	83	84	94	144	151	170	172	180	183	196
0	31	35	39	40	41	42	64	66	83	84	90	94	151	172	180	183	190	196
0	31	35	36	39	40	41	42	64	66	83	84	90	94	149	151	172	180	183
0	31	35	36	39	40	41	42	66	83	84	89	94	144	151	153	172	180	183
0	31	33	35	36	39	40	41	42	64	66	83	90	151	153	156	172	180	183
0	31	33	35	36	39	40	41	42	64	65	66	83	144	151	153	172	180	183
0	31	33	35	36	39	40	41	42	64	66	83	90	148	151	153	172	180	183
0	31	35	36	39	40	41	42	64	65	66	83	94	144	151	153	172	180	183
0	22	31	33	35	36	39	40	41	42	66	83	84	89	144	151	172	180	183
0	31	35	39	40	41	42	66	83	84	90	94	149	151	153	172	180	183	190
0	22	31	35	36	39	40	41	42	66	83	90	94	151	153	157	172	180	183
0	22	31	35	39	40	41	42	66	83	90	94	151	153	172	180	183	190	196
0	27	31	35	36	39	40	41	42	66	83	84	102	151	153	172	180	183	190
0	22	31	33	35	36	39	40	41	42	66	83	84	102	151	172	180	183	190
0	22	31	35	36	39	40	41	42	66	71	94	102	151	153	172	180	183	190
0	22	31	33	35	39	40	41	42	66	83	84	90	102	151	172	180	183	190
0	22	31	35	39	40	41	42	66	83	90	94	148	151	153	172	180	183	190
0	11	22	27	35	36	39	40	41	42	66	83	102	151	153	172	180	183	190
0	31	35	36	39	40	41	42	66	83	84	94	151	153	172	180	183	190	196
0	22	31	33	35	36	39	40	41	42	66	71	90	151	153	156	172	180	183
0	22	31	33	35	39	40	41	42	66	71	90	151	153	172	180	183	190	196
0	27	31	35	36	39	40	41	42	66	83	84	89	144	151	153	172	180	183
0	27	31	35	36	39	40	41	42	64	66	71	89	151	153	172	180	183	190
0	27	31	35	39	40	41	42	64	66	83	90	151	153	172	180	183	190	196
0	31	35	39	40	41	42	64	66	71	89	90	94	151	153	172	180	183	190
0	31	35	36	39	40	41	42	64	66	71	89	94	151	153	172	180	183	190
0	31	33	35	36	39	40	41	42	66	83	84	89	144	151	153	172	180	183
0	31	33	35	39	40	41	42	64	66	83	90	151	153	172	180	183	190	196
0	31	33	35	39	40	41	42	64	66	71	89	90	151	153	172	180	183	190
0	11	22	27	35	36	39	40	41	42	66	83	89	144	151	153	172	180	183
0	22	31	33	35	39	40	41	42	66	71	90	148	151	153	172	180	183	190
0	31	33	35	36	39	40	41	42	66	83	84	102	144	151	153	172	180	183
0	31	35	36	39	40	41	42	66	83	84	94	144	151	153	172	180	183	206
0	22	27	31	35	39	40	41	42	66	71	151	153	154	172	180	183	190	196
0	27	31	35	36	39	40	41	42	64	66	83	90	151	153	172	180	183	206
0	31	33	35	36	39	40	41	42	65	66	83	84	151	153	172	180	183	190
0	22	31	33	35	36	39	40	41	42	66	83	89	151	153	172	180	183	190
0	27	31	35	39	40	41	42	66	83	84	116	151	153	156	172	180	183	190
0	22	31	35	36	39	40	41	42	66	83	90	94	151	153	172	180	183	206
0	31	35	36	39	40	41	42	64	66	83	84	94	102	151	172	180	183	190
0	22	31	33	35	36	39	40	41	42	66	83	102	144	151	153	172	180	183
0	22	27	35	39	40	41	42	61	66	83	89	90	151	153	172	180	183	190
0	27	31	35	39	40	41	42	66	83	84	90	151	153	172	180	183	190	196
0	31	33	35	36	39	40	41	42	64	66	83	84	144	151	172	180	183	196
0	31	35	36	39	40	41	42	65	66	83	84	94	151	153	172	180	183	190
0	22	31	33	35	36	39	40	41	42	66	71	90	151	153	172	180	183	206
0	31	35	39	40	41	42	64	66	71	90	94	102	151	153	172	180	183	190
0	22	31	35	36	39	40	41	42	65	66	71	94	151	153	172	180	183	190
0	27	31	35	36	39	40	41	42	65	66	83	84	151	153	172	180	183	190
0	22	27	35	39	40	41	42	61	66	83	116	148	151	153	172	180	183	190
0	27	31	35	39	40	41	42	64	65	66	71	90	151	153	172	180	183	190
0	22	31	33	35	36	39	40	41	42	66	71	102	144	151	153	172	180	183
0	11	22	27	35	39	40	41	42	66	83	90	151	153	172	180	183	190	206
0	11	22	27	35	36	39	40	41	42	65	66	83	151	153	172	180	183	190
0	22	31	33	35	36	39	40	41	42	65	66	83	84	151	172	180	183	190
0	22	31	35	36	39	40	41	42	66	83	84	90	94	148	151	172	180	183
0	31	33	35	39	40	41	42	64	65	66	71	90	151	153	172	180	183	190
0	31	35	36	39	40	41	42	66	83	84	94	102	151	153	172	180	183	190
0	22	31	33	35	39	40	41	42	66	83	151	153	154	172	180	183	190	196
0	27	31	35	36	39	40	41	42	64	65	66	83	144	151	153	172	180	183
0	22	27	31	35	39	40	41	42	66	71	116	149	151	153	172	180	183	190
0	27	31	35	36	39	40	41	42	64	66	83	102	144	151	153	172	180	183
0	27	31	35	36	39	40	41	42	64	66	71	151	153	172	180	183	190	206
0	31	33	35	36	39	40	41	42	64	66	83	90	151	153	172	180	183	206
0	22	31	33	35	39	40	41	42	66	83	84	90	151	172	180	183	190	206
0	22	31	33	35	36	39	40	41	42	65	66	71	144	151	153	172	180	183
0	31	35	36	39	40	41	42	64	66	83	94	144	151	153	157	172	180	183
0	31	35	36	39	40	41	42	64	66	83	84	94	144	148	151	172	180	183
0	22	31	35	36	39	40	41	42	66	71	94	119	148	151	153	172	180	183
0	22	31	33	35	39	40	41	42	66	71	116	151	153	157	172	180	183	190
0	22	27	35	39	40	41	42	61	66	83	144	148	151	153	170	172	180	183
0	27	31	35	39	40	41	42	64	66	83	84	89	90	151	172	180	183	190
0	22	27	31	35	36	39	40	41	42	65	66	71	144	151	153	172	180	183
0	22	31	35	39	40	41	42	66	71	90	94	151	153	172	180	183	190	206
0	31	35	39	40	41	42	66	83	84	94	151	153	154	157	172	180	183	190
0	22	27	31	35	39	40	41	42	66	71	144	149	151	153	170	172	180	183
0	31	35	39	40	41	42	64	66	83	84	94	144	151	170	172	180	183	206
0	22	31	33	35	39	40	41	42	66	83	84	90	148	151	172	180	183	190
0	31	33	35	39	40	41	42	66	83	84	144	151	153	156	170	172	180	183
0	22	31	35	36	39	40	41	42	65	66	83	84	90	94	151	172	180	183
0	22	31	33	35	39	40	41	42	66	71	144	151	153	157	170	172	180	183
0	31	33	35	36	39	40	41	42	66	83	84	90	102	151	153	172	180	183
0	22	31	35	39	40	41	42	66	83	84	89	90	94	151	172	180	183	190
0	27	31	35	39	40	41	42	64	66	83	144	151	153	157	170	172	180	183
0	31	33	35	39	40	41	42	64	66	83	144	151	153	157	170	172	180	183
0	31	33	35	39	40	41	42	64	66	83	84	144	151	156	170	172	180	183
0	22	31	35	39	40	41	42	66	83	94	151	153	154	156	172	180	183	190
0	22	31	35	39	40	41	42	66	71	94	151	153	154	157	172	180	183	190
0	22	31	35	39	40	41	42	66	83	90	94	102	151	153	172	180	183	190
0	22	31	33	35	39	40	41	42	66	83	84	144	151	170	172	180	183	196
0	22	27	31	35	36	39	40	41	42	66	83	144	149	151	153	172	180	183
0	27	31	35	39	40	41	42	64	66	83	90	148	151	153	172	180	183	190
0	22	31	35	39	40	41	42	66	71	94	116	151	153	156	172	180	183	190
0	22	31	35	39	40	41	42	66	83	94	144	151	153	157	170	172	180	183
0	22	27	31	35	39	40	41	42	66	83	144	151	153	157	170	172	180	183
0	11	22	27	35	36	39	40	41	42	66	83	90	151	153	156	172	180	183
0	27	31	35	39	40	41	42	64	66	83	116	151	153	157	172	180	183	190
0	11	22	27	35	39	40	41	42	66	83	144	151	153	156	170	172	180	183
0	22	31	33	35	39	40	41	42	66	83	84	144	151	156	170	172	180	183
0	22	27	31	35	39	40	41	42	66	71	90	102	151	153	172	180	183	190
0	27	31	35	39	40	41	42	64	66	71	90	102	151	153	172	180	183	190
0	27	31	35	39	40	41	42	66	83	84	144	151	153	156	170	172	180	183
0	22	31	35	39	40	41	42	66	71	94	144	151	153	156	170	172	180	183
0	31	33	35	39	40	41	42	66	83	84	116	151	153	156	172	180	183	190
0	22	31	35	39	40	41	42	66	83	84	94	144	148	151	170	172	180	183
0	31	35	36	39	40	41	42	64	66	71	90	94	151	153	172	180	183	206
0	31	33	35	39	40	41	42	64	66	71	90	102	151	153	172	180	183	190
0	27	31	35	36	39	40	41	42	64	66	83	84	144	151	172	180	183	196
0	31	33	35	36	39	40	41	42	64	66	83	84	144	151	172	180	183	206
0	31	35	39	40	41	42	64	66	83	84	89	90	94	151	172	180	183	190
0	31	33	35	39	40	41	42	66	83	84	90	151	153	172	180	183	190	196
0	31	35	36	39	40	41	42	64	66	71	94	144	149	151	153	172	180	183
0	31	33	35	36	39	40	41	42	66	83	84	144	151	153	172	180	183	206
0	22	31	35	39	40	41	42	66	83	94	116	151	153	157	172	180	183	190
0	31	33	35	39	40	41	42	64	66	83	84	89	90	151	172	180	183	190
0	22	31	33	35	36	39	40	41	42	66	83	144	148	151	153	172	180	183
0	31	35	36	39	40	41	42	64	66	83	94	102	144	151	153	172	180	183
0	22	27	31	35	36	39	40	41	42	66	83	90	151	153	172	180	183	206
0	22	27	31	35	39	40	41	42	66	83	90	102	151	153	172	180	183	190
0	27	31	35	36	39	40	41	42	64	66	83	84	144	148	151	172	180	183
0	31	33	35	36	39	40	41	42	64	66	83	84	144	148	151	172	180	183
0	22	27	31	35	39	40	41	42	66	83	116	151	153	157	172	180	183	190
0	22	31	33	35	36	39	40	41	42	66	83	84	90	151	156	172	180	183
0	27	31	35	36	39	40	41	42	64	66	83	144	151	153	172	180	183	196
0	22	31	35	36	39	40	41	42	66	71	94	144	151	153	172	180	183	196
0	27	31	35	39	40	41	42	64	66	71	151	153	154	172	180	183	190	196
0	22	27	35	36	39	40	41	42	61	66	83	144	151	153	172	180	183	206
0	11	22	27	35	39	40	41	42	66	83	151	153	154	157	172	180	183	190
0	31	35	39	40	41	42	64	65	66	71	90	94	151	153	172	180	183	190
0	22	27	35	36	39	40	41	42	61	66	83	102	144	151	153	172	180	183
0	22	31	35	36	39	40	41	42	66	83	84	94	144	151	172	180	183	206
0	31	35	39	40	41	42	64	66	83	84	94	116	151	172	180	183	190	206
0	31	35	39	40	41	42	64	66	71	94	144	151	153	156	170	172	180	183
0	31	33	35	39	40	41	42	64	65	66	83	84	144	151	172	180	183	190
0	31	33	35	39	40	41	42	64	66	83	144	151	153	170	172	180	183	196
0	31	35	39	40	41	42	66	83	84	94	149	151	153	154	170	172	180	183
0	22	27	35	39	40	41	42	61	66	83	149	151	153	154	172	180	183	190
0	22	31	33	35	36	39	40	41	42	66	71	144	151	153	172	180	183	196
0	31	33	35	39	40	41	42	64	66	83	84	144	151	170	172	180	183	206
0	31	35	39	40	41	42	64	66	83	84	94	144	151	172	180	183	190	206
0	31	35	39	40	41	42	64	66	83	94	144	151	153	157	170	172	180	183
0	31	33	35	39	40	41	42	64	66	83	116	151	153	157	172	180	183	190
0	22	31	35	39	40	41	42	66	83	84	94	102	144	151	172	180	183	190
0	31	35	39	40	41	42	64	66	83	94	102	144	151	153	170	172	180	183
0	22	27	31	35	39	40	41	42	66	71	149	151	153	154	172	180	183	190
0	31	33	35	39	40	41	42	66	83	84	151	153	154	156	172	180	183	190
0	27	31	35	39	40	41	42	64	66	83	84	144	148	151	170	172	180	183
0	22	27	35	39	40	41	42	61	66	83	102	144	151	153	172	180	183	190
0	31	35	36	39	40	41	42	64	66	83	84	94	144	151	172	180	183	196
0	22	31	35	39	40	41	42	66	71	94	144	151	153	170	172	180	183	196
0	31	33	35	36	39	40	41	42	65	66	83	84	90	151	153	172	180	183
0	22	27	31	35	39	40	41	42	66	83	89	144	151	153	172	180	183	190
0	31	35	39	40	41	42	64	66	83	84	94	144	148	151	170	172	180	183
0	22	27	31	35	39	40	41	42	66	71	89	144	151	153	172	180	183	190
0	27	31	35	39	40	41	42	64	66	83	84	144	151	170	172	180	183	196
0	22	31	35	39	40	41	42	66	83	89	94	144	151	153	172	180	183	190
0	31	35	36	39	40	41	42	66	83	84	94	144	149	151	153	172	180	183
0	22	31	33	35	39	40	41	42	66	83	144	148	151	153	170	172	180	183
0	27	31	35	36	39	40	41	42	65	66	83	84	90	151	153	172	180	183
0	31	33	35	39	40	41	42	64	66	83	84	144	148	151	170	172	180	183
0	22	27	35	36	39	40	41	42	61	66	83	144	149	151	153	172	180	183
0	27	31	35	36	39	40	41	42	64	66	83	84	144	149	151	172	180	183
0	27	31	35	39	40	41	42	64	65	66	83	84	144	151	172	180	183	190
0	22	27	31	35	39	40	41	42	66	71	144	148	151	153	170	172	180	183
0	27	31	35	39	40	41	42	64	66	83	89	144	151	153	172	180	183	190
0	22	27	31	35	39	40	41	42	66	71	144	151	153	157	172	180	183	190
0	31	35	39	40	41	42	64	66	71	94	144	149	151	153	170	172	180	183
0	22	27	31	35	39	40	41	42	66	83	144	149	151	153	170	172	180	183
0	22	27	35	39	40	41	42	61	65	66	83	144	151	153	172	180	183	190
0	31	33	35	39	40	41	42	66	83	84	144	151	153	170	172	180	183	206
0	31	33	35	39	40	41	42	64	66	83	144	151	153	172	180	183	190	206
0	27	31	35	39	40	41	42	64	66	83	84	144	151	156	170	172	180	183
0	31	35	39	40	41	42	64	66	83	84	94	151	154	172	180	183	190	206
0	31	33	35	39	40	41	42	64	66	83	151	153	154	157	172	180	183	190
0	22	31	35	36	39	40	41	42	66	83	84	94	144	149	151	172	180	183
0	22	27	31	35	39	40	41	42	65	66	71	144	151	153	170	172	180	183
0	31	35	39	40	41	42	64	65	66	83	84	94	144	151	172	180	183	190
0	22	27	35	39	40	41	42	61	66	83	148	151	153	154	170	172	180	183
0	22	31	35	36	39	40	41	42	65	66	71	90	94	151	153	172	180	183
0	31	33	35	39	40	41	42	64	66	83	151	153	154	157	170	172	180	183
0	31	35	39	40	41	42	64	66	71	94	144	151	153	172	180	183	190	206
0	27	31	35	39	40	41	42	64	66	83	144	151	153	172	180	183	190	206
0	22	27	35	39	40	41	42	61	66	83	144	151	153	170	172	180	183	206
0	22	31	35	39	40	41	42	66	83	94	144	149	151	153	170	172	180	183
0	31	35	39	40	41	42	66	83	84	94	144	151	153	170	172	180	183	206
0	11	22	27	35	36	39	40	41	42	65	66	83	90	151	153	172	180	183
0	31	33	35	39	40	41	42	66	83	84	102	144	151	153	172	180	183	190
0	22	31	33	35	39	40	41	42	66	83	144	151	153	157	170	172	180	183
0	31	33	35	39	40	41	42	64	66	71	144	151	153	157	170	172	180	183
0	22	27	35	39	40	41	42	61	66	83	151	153	154	170	172	180	183	196
0	22	31	35	39	40	41	42	65	66	83	84	94	144	151	172	180	183	190
0	22	27	31	35	39	40	41	42	66	71	144	151	153	157	170	172	180	183
0	27	31	35	39	40	41	42	64	66	71	144	151	153	157	170	172	180	183
0	22	31	35	39	40	41	42	66	83	94	144	151	153	172	180	183	190	206
0	22	27	31	35	39	40	41	42	66	83	144	151	153	172	180	183	190	206
0	22	31	33	35	39	40	41	42	66	71	151	153	154	157	172	180	183	190
0	31	33	35	36	39	40	41	42	64	66	83	84	144	149	151	172	180	183
0	22	31	33	35	39	40	41	42	66	71	144	149	151	153	170	172	180	183
0	22	31	33	35	39	40	41	42	66	83	144	151	153	157	172	180	183	190
0	31	33	35	39	40	41	42	66	83	84	151	153	154	156	170	172	180	183
0	11	22	27	35	39	40	41	42	66	83	144	148	151	153	172	180	183	190
0	31	35	39	40	41	42	64	66	71	94	144	151	153	157	170	172	180	183
0	22	31	35	36	39	40	41	42	66	83	94	144	151	153	172	180	183	196
0	22	31	35	39	40	41	42	66	83	84	94	144	151	170	172	180	183	206
0	31	35	39	40	41	42	64	65	66	83	94	144	151	153	170	172	180	183
0	22	31	33	35	39	40	41	42	66	83	84	144	151	157	170	172	180	183
0	31	35	39	40	41	42	64	66	83	89	94	144	151	153	172	180	183	190
0	27	31	35	36	39	40	41	42	64	66	71	89	90	151	153	172	180	183
0	11	22	27	35	39	40	41	42	66	83	144	151	153	157	170	172	180	183
0	31	35	36	39	40	41	42	64	66	83	94	144	151	153	156	172	180	183
0	31	33	35	39	40	41	42	64	66	83	84	89	144	151	172	180	183	190
0	31	35	36	39	40	41	42	66	83	84	90	94	102	151	153	172	180	183
0	22	31	35	39	40	41	42	66	71	94	144	151	153	157	170	172	180	183
0	22	31	35	36	39	40	41	42	66	83	84	94	144	151	157	172	180	183
0	22	31	33	35	39	40	41	42	66	83	84	151	154	170	172	180	183	196
0	22	31	35	36	39	40	41	42	66	83	84	94	102	144	151	172	180	183
0	31	33	35	39	40	41	42	66	83	84	144	149	151	153	170	172	180	183
0	22	27	31	35	39	40	41	42	66	71	149	151	153	154	170	172	180	183
0	31	33	35	39	40	41	42	64	66	71	144	151	153	156	170	172	180	183
0	31	35	39	40	41	42	64	66	83	94	144	151	153	170	172	180	183	196
0	31	33	35	39	40	41	42	64	66	83	84	151	154	156	170	172	180	183
0	31	33	35	39	40	41	42	64	66	83	84	151	154	156	172	180	183	190
0	22	27	35	36	39	40	41	42	61	66	83	144	151	153	157	172	180	183
0	22	27	31	35	39	40	41	42	66	71	144	151	153	156	170	172	180	183
0	27	31	35	39	40	41	42	66	83	84	151	153	154	156	170	172	180	183
0	22	31	35	39	40	41	42	66	83	84	94	144	151	156	172	180	183	190
0	27	31	35	36	39	40	41	42	64	66	83	84	144	151	157	172	180	183
0	22	31	33	35	39	40	41	42	66	71	102	144	151	153	170	172	180	183
0	22	31	33	35	39	40	41	42	66	83	84	151	154	172	180	183	190	196
0	22	31	35	39	40	41	42	66	71	94	151	153	154	156	170	172	180	183
0	31	33	35	39	40	41	42	64	66	83	102	144	151	153	170	172	180	183
0	27	31	35	39	40	41	42	64	66	83	102	144	151	153	170	172	180	183
0	22	27	35	39	40	41	42	61	66	83	144	151	153	156	172	180	183	190
0	27	31	35	39	40	41	42	64	66	71	144	149	151	153	172	180	183	190
0	31	35	36	39	40	41	42	64	66	83	84	90	94	102	151	172	180	183
0	11	22	27	35	39	40	41	42	66	83	89	144	151	153	170	172	180	183
0	31	33	35	39	40	41	42	64	66	71	144	149	151	153	172	180	183	190
0	31	33	35	39	40	41	42	66	83	84	89	144	151	153	170	172	180	183
0	22	31	35	39	40	41	42	66	71	89	94	144	151	153	170	172	180	183
0	31	33	35	39	40	41	42	64	66	83	89	144	151	153	172	180	183	190
0	27	31	35	36	39	40	41	42	66	83	84	144	151	153	157	172	180	183
0	31	35	39	40	41	42	66	83	84	89	94	144	151	153	170	172	180	183
0	27	31	35	39	40	41	42	64	66	83	151	153	154	157	170	172	180	183
0	22	31	33	35	39	40	41	42	66	83	102	144	151	153	170	172	180	183
0	22	27	31	35	39	40	41	42	66	83	151	153	154	157	170	172	180	183
0	31	33	35	39	40	41	42	64	66	83	84	144	151	170	172	180	183	196
0	22	31	33	35	39	40	41	42	66	71	151	153	154	157	170	172	180	183
0	22	31	35	39	40	41	42	66	83	84	94	144	151	172	180	183	190	196
0	31	35	36	39	40	41	42	64	66	83	84	94	144	151	157	172	180	183
0	22	31	33	35	39	40	41	42	66	83	84	89	144	151	170	172	180	183
0	22	31	35	39	40	41	42	66	83	94	151	153	154	157	170	172	180	183
0	27	31	35	39	40	41	42	64	66	83	84	144	151	156	172	180	183	190
0	27	31	35	39	40	41	42	66	83	84	89	144	151	153	170	172	180	183
0	22	27	35	39	40	41	42	61	66	83	148	151	153	154	172	180	183	190
0	22	31	33	35	39	40	41	42	65	66	83	144	151	153	172	180	183	190
0	22	27	35	39	40	41	42	61	66	83	151	153	154	172	180	183	190	196
0	27	31	35	39	40	41	42	64	66	83	84	102	144	151	172	180	183	190
0	31	33	35	39	40	41	42	64	65	66	83	144	151	153	170	172	180	183
0	22	31	33	35	39	40	41	42	65	66	71	144	151	153	170	172	180	183
0	22	27	31	35	36	39	40	41	42	66	83	144	151	153	172	180	183	196
0	31	33	35	39	40	41	42	64	66	83	84	102	144	151	172	180	183	190
0	22	31	35	39	40	41	42	66	71	94	144	148	151	153	172	180	183	190
0	31	33	35	39	40	41	42	64	66	83	144	151	153	172	180	183	190	196
0	27	31	35	39	40	41	42	64	65	66	83	144	151	153	170	172	180	183
0	31	35	36	39	40	41	42	65	66	83	84	90	94	151	153	172	180	183
0	22	27	35	39	40	41	42	61	66	83	144	149	151	153	170	172	180	183
0	27	31	35	39	40	41	42	64	66	71	144	149	151	153	170	172	180	183
0	31	35	36	39	40	41	42	64	66	83	84	94	144	149	151	172	180	183
0	31	35	39	40	41	42	64	66	83	84	94	151	154	170	172	180	183	206
0	31	33	35	39	40	41	42	64	66	83	144	148	151	153	172	180	183	190
0	22	31	35	36	39	40	41	42	66	83	94	144	151	153	172	180	183	206
0	22	31	33	35	36	39	40	41	42	66	83	89	90	151	153	172	180	183
0	22	27	31	35	39	40	41	42	66	83	144	151	153	170	172	180	183	206
0	31	33	35	36	39	40	41	42	64	66	83	144	151	153	172	180	183	196
0	22	31	35	39	40	41	42	66	83	84	94	144	151	157	172	180	183	190
0	22	31	33	35	36	39	40	41	42	66	71	144	151	153	172	180	183	206
0	27	31	35	36	39	40	41	42	64	66	83	144	151	153	172	180	183	206
0	31	35	39	40	41	42	64	66	83	94	144	148	151	153	172	180	183	190
0	27	31	35	39	40	41	42	64	66	83	144	151	153	172	180	183	190	196
0	22	31	35	39	40	41	42	66	83	94	144	151	153	170	172	180	183	206
0	31	35	36	39	40	41	42	64	66	71	94	144	151	153	172	180	183	206
0	22	31	33	35	39	40	41	42	66	71	144	151	153	172	180	183	190	196
0	27	31	35	39	40	41	42	66	83	84	148	151	153	154	170	172	180	183
0	31	33	35	36	39	40	41	42	64	66	83	144	151	153	172	180	183	206
0	31	35	39	40	41	42	64	66	83	94	144	148	151	153	170	172	180	183
0	31	33	35	39	40	41	42	66	83	84	148	151	153	154	172	180	183	190
0	31	35	39	40	41	42	66	83	84	94	148	151	153	154	172	180	183	190
0	22	31	35	36	39	40	41	42	65	66	83	84	94	144	151	172	180	183
0	31	33	35	36	39	40	41	42	64	66	83	116	149	151	153	172	180	183
0	27	31	35	39	40	41	42	66	83	84	119	151	153	172	180	183	190	196
0	27	31	35	36	39	40	41	42	64	65	66	83	84	144	151	172	180	183
0	31	35	39	40	41	42	64	66	83	84	94	144	149	151	170	172	180	183
0	31	33	35	39	40	41	42	64	66	83	144	151	153	156	170	172	180	183
0	22	27	31	35	36	39	40	41	42	66	83	90	148	151	153	172	180	183
0	22	27	31	35	39	40	41	42	66	83	144	151	153	172	180	183	190	196
0	22	31	33	35	39	40	41	42	66	71	144	151	153	156	170	172	180	183
0	31	33	35	39	40	41	42	64	66	83	144	148	151	153	170	172	180	183
0	31	35	39	40	41	42	64	66	83	84	94	144	151	157	172	180	183	190
0	27	31	35	39	40	41	42	66	83	84	151	153	154	172	180	183	190	196
0	22	27	35	36	39	40	41	42	61	65	66	83	144	151	153	172	180	183
0	27	31	35	39	40	41	42	64	66	83	84	144	149	151	170	172	180	183
0	31	35	39	40	41	42	64	66	83	94	149	151	153	154	172	180	183	190
0	31	35	39	40	41	42	64	66	83	94	144	151	153	156	172	180	183	190
0	31	35	39	40	41	42	64	66	83	84	94	144	151	156	170	172	180	183
0	31	33	35	39	40	41	42	64	66	83	84	144	149	151	170	172	180	183
0	27	31	35	39	40	41	42	64	66	83	144	151	153	156	172	180	183	190
0	31	35	39	40	41	42	64	66	71	94	102	151	153	154	172	180	183	190
0	31	35	39	40	41	42	66	83	84	94	144	149	151	153	170	172	180	183
0	31	33	35	36	39	40	41	42	64	65	66	83	84	144	151	172	180	183
0	22	31	35	39	40	41	42	66	83	94	144	148	151	153	172	180	183	190
0	27	31	35	39	40	41	42	66	83	84	144	151	153	157	172	180	183	190
0	22	27	35	39	40	41	42	61	66	83	144	151	153	157	172	180	183	190
0	27	31	35	39	40	41	42	64	66	83	84	144	151	172	180	183	190	206
0	22	31	35	39	40	41	42	66	83	84	94	144	149	151	170	172	180	183
0	31	35	36	39	40	41	42	64	65	66	83	84	94	144	151	172	180	183
0	27	31	35	39	40	41	42	64	65	66	71	151	153	154	172	180	183	190
0	22	31	35	36	39	40	41	42	66	83	89	94	144	151	153	172	180	183
